"Source","InstalledOn","HotFixID","Description","InstalledBy"
"Server45","1/4/2020 12:00:00 AM","MSKB5734816","Update","NT AUTHORITY\SYSTEM"
"Server45","1/4/2020 12:00:00 AM","MSKB6637356","Security Update","NT AUTHORITY\SYSTEM"
"Server46","1/4/2020 12:00:00 AM","MSKB2572007","Security Update","NT AUTHORITY\SYSTEM"
"Server46","1/4/2020 12:00:00 AM","MSKB5067533","Security Update","NT AUTHORITY\SYSTEM"
"Server46","1/4/2020 12:00:00 AM","MSKB7186731","Update","NT AUTHORITY\SYSTEM"
"Server47","1/4/2020 12:00:00 AM","MSKB4683522","Security Update","NT AUTHORITY\SYSTEM"
"Server47","1/4/2020 12:00:00 AM","MSKB6619563","Security Update","NT AUTHORITY\SYSTEM"
"Server47","1/4/2020 12:00:00 AM","MSKB5970587","Update","NT AUTHORITY\SYSTEM"
"Server49","1/4/2020 12:00:00 AM","MSKB2965252","Update","NT AUTHORITY\SYSTEM"
"Server49","1/4/2020 12:00:00 AM","MSKB5520930","Update","NT AUTHORITY\SYSTEM"
"Server49","1/4/2020 12:00:00 AM","MSKB2257324","Update","NT AUTHORITY\SYSTEM"
"Server49","1/4/2020 12:00:00 AM","MSKB1524986","Security Update","NT AUTHORITY\SYSTEM"
"Server50","1/4/2020 12:00:00 AM","MSKB6944010","Update","NT AUTHORITY\SYSTEM"
"Server50","1/4/2020 12:00:00 AM","MSKB8993280","Security Update","NT AUTHORITY\SYSTEM"
"Server50","1/4/2020 12:00:00 AM","MSKB7425652","Update","NT AUTHORITY\SYSTEM"
"Server50","1/4/2020 12:00:00 AM","MSKB9341013","Security Update","NT AUTHORITY\SYSTEM"
"Server51","1/4/2020 12:00:00 AM","MSKB9199334","Security Update","NT AUTHORITY\SYSTEM"
"Server51","1/4/2020 12:00:00 AM","MSKB4466768","Update","NT AUTHORITY\SYSTEM"
"Server51","1/4/2020 12:00:00 AM","MSKB6422390","Security Update","NT AUTHORITY\SYSTEM"
"Server51","1/4/2020 12:00:00 AM","MSKB1998195","Update","NT AUTHORITY\SYSTEM"
"Server53","1/4/2020 12:00:00 AM","MSKB3630085","Security Update","NT AUTHORITY\SYSTEM"
"Server53","1/4/2020 12:00:00 AM","MSKB4175931","Update","NT AUTHORITY\SYSTEM"
"Server53","1/4/2020 12:00:00 AM","MSKB7710242","Update","NT AUTHORITY\SYSTEM"
"Server53","1/4/2020 12:00:00 AM","MSKB1240234","Security Update","NT AUTHORITY\SYSTEM"
"Server54","1/4/2020 12:00:00 AM","MSKB9885825","Security Update","NT AUTHORITY\SYSTEM"
"Server54","1/4/2020 12:00:00 AM","MSKB2354400","Update","NT AUTHORITY\SYSTEM"
"Server54","1/4/2020 12:00:00 AM","MSKB1409501","Update","NT AUTHORITY\SYSTEM"
"Server55","1/4/2020 12:00:00 AM","MSKB3066797","Security Update","NT AUTHORITY\SYSTEM"
"Server55","1/4/2020 12:00:00 AM","MSKB8025106","Update","NT AUTHORITY\SYSTEM"
"Server56","1/4/2020 12:00:00 AM","MSKB2459931","Update","NT AUTHORITY\SYSTEM"
"Server56","1/4/2020 12:00:00 AM","MSKB3462334","Update","NT AUTHORITY\SYSTEM"
"Server56","1/4/2020 12:00:00 AM","MSKB6263377","Update","NT AUTHORITY\SYSTEM"
"Server56","1/4/2020 12:00:00 AM","MSKB7837741","Security Update","NT AUTHORITY\SYSTEM"
"Server58","1/4/2020 12:00:00 AM","MSKB4127533","Update","NT AUTHORITY\SYSTEM"
"Server60","1/4/2020 12:00:00 AM","MSKB8058645","Update","NT AUTHORITY\SYSTEM"
"Server60","1/4/2020 12:00:00 AM","MSKB2002321","Update","NT AUTHORITY\SYSTEM"
"Server61","1/4/2020 12:00:00 AM","MSKB7815141","Security Update","NT AUTHORITY\SYSTEM"
"Server61","1/4/2020 12:00:00 AM","MSKB2424059","Security Update","NT AUTHORITY\SYSTEM"
"Server61","1/4/2020 12:00:00 AM","MSKB7982939","Update","NT AUTHORITY\SYSTEM"
"Server61","1/4/2020 12:00:00 AM","MSKB7383936","Update","NT AUTHORITY\SYSTEM"
"Server62","1/4/2020 12:00:00 AM","MSKB2323441","Update","NT AUTHORITY\SYSTEM"
"Server62","1/4/2020 12:00:00 AM","MSKB2444876","Security Update","NT AUTHORITY\SYSTEM"
"Server63","1/4/2020 12:00:00 AM","MSKB6473296","Security Update","NT AUTHORITY\SYSTEM"
"Server63","1/4/2020 12:00:00 AM","MSKB4966484","Security Update","NT AUTHORITY\SYSTEM"
"Server63","1/4/2020 12:00:00 AM","MSKB1792391","Update","NT AUTHORITY\SYSTEM"
"Server63","1/4/2020 12:00:00 AM","MSKB8385130","Update","NT AUTHORITY\SYSTEM"
"Server66","1/4/2020 12:00:00 AM","MSKB2075404","Update","NT AUTHORITY\SYSTEM"
"Server67","1/4/2020 12:00:00 AM","MSKB4495371","Security Update","NT AUTHORITY\SYSTEM"
"Server67","1/4/2020 12:00:00 AM","MSKB8881362","Security Update","NT AUTHORITY\SYSTEM"
"Server67","1/4/2020 12:00:00 AM","MSKB3002326","Update","NT AUTHORITY\SYSTEM"
"Server68","1/4/2020 12:00:00 AM","MSKB7189663","Security Update","NT AUTHORITY\SYSTEM"
"Server68","1/4/2020 12:00:00 AM","MSKB3960274","Update","NT AUTHORITY\SYSTEM"
"Server70","1/4/2020 12:00:00 AM","MSKB5198732","Security Update","NT AUTHORITY\SYSTEM"
"Server70","1/4/2020 12:00:00 AM","MSKB1711343","Update","NT AUTHORITY\SYSTEM"
"Server71","1/4/2020 12:00:00 AM","MSKB6300283","Security Update","NT AUTHORITY\SYSTEM"
"Server71","1/4/2020 12:00:00 AM","MSKB1399318","Update","NT AUTHORITY\SYSTEM"
"Server71","1/4/2020 12:00:00 AM","MSKB9526263","Update","NT AUTHORITY\SYSTEM"
"Server71","1/4/2020 12:00:00 AM","MSKB3090169","Update","NT AUTHORITY\SYSTEM"
"Server72","1/4/2020 12:00:00 AM","MSKB6442285","Security Update","NT AUTHORITY\SYSTEM"
"Server72","1/4/2020 12:00:00 AM","MSKB2419617","Security Update","NT AUTHORITY\SYSTEM"
"Server72","1/4/2020 12:00:00 AM","MSKB5804622","Update","NT AUTHORITY\SYSTEM"
"Server72","1/4/2020 12:00:00 AM","MSKB4571954","Security Update","NT AUTHORITY\SYSTEM"
"Server73","1/4/2020 12:00:00 AM","MSKB5194436","Security Update","NT AUTHORITY\SYSTEM"
"Server73","1/4/2020 12:00:00 AM","MSKB9251847","Security Update","NT AUTHORITY\SYSTEM"
"Server73","1/4/2020 12:00:00 AM","MSKB5894135","Update","NT AUTHORITY\SYSTEM"
"Server74","1/4/2020 12:00:00 AM","MSKB1829232","Update","NT AUTHORITY\SYSTEM"
"Server74","1/4/2020 12:00:00 AM","MSKB6456854","Update","NT AUTHORITY\SYSTEM"
"Server76","1/4/2020 12:00:00 AM","MSKB5536861","Security Update","NT AUTHORITY\SYSTEM"
"Server76","1/4/2020 12:00:00 AM","MSKB5981403","Update","NT AUTHORITY\SYSTEM"
"Server77","1/4/2020 12:00:00 AM","MSKB3418014","Security Update","NT AUTHORITY\SYSTEM"
"Server77","1/4/2020 12:00:00 AM","MSKB9446519","Security Update","NT AUTHORITY\SYSTEM"
"Server77","1/4/2020 12:00:00 AM","MSKB5004727","Update","NT AUTHORITY\SYSTEM"
"Server77","1/4/2020 12:00:00 AM","MSKB3247413","Security Update","NT AUTHORITY\SYSTEM"
"Server79","1/4/2020 12:00:00 AM","MSKB9365860","Security Update","NT AUTHORITY\SYSTEM"
"Server79","1/4/2020 12:00:00 AM","MSKB3809189","Security Update","NT AUTHORITY\SYSTEM"
"Server80","1/4/2020 12:00:00 AM","MSKB4065997","Security Update","NT AUTHORITY\SYSTEM"
"Server81","1/4/2020 12:00:00 AM","MSKB8855264","Security Update","NT AUTHORITY\SYSTEM"
"Server81","1/4/2020 12:00:00 AM","MSKB1122895","Update","NT AUTHORITY\SYSTEM"
"Server81","1/4/2020 12:00:00 AM","MSKB9186134","Update","NT AUTHORITY\SYSTEM"
"Server81","1/4/2020 12:00:00 AM","MSKB9687594","Update","NT AUTHORITY\SYSTEM"
"Server82","1/4/2020 12:00:00 AM","MSKB4842097","Update","NT AUTHORITY\SYSTEM"
"Server82","1/4/2020 12:00:00 AM","MSKB8070287","Security Update","NT AUTHORITY\SYSTEM"
"Server83","1/4/2020 12:00:00 AM","MSKB3771764","Security Update","NT AUTHORITY\SYSTEM"
"Server83","1/4/2020 12:00:00 AM","MSKB5979230","Security Update","NT AUTHORITY\SYSTEM"
"Server83","1/4/2020 12:00:00 AM","MSKB7204461","Security Update","NT AUTHORITY\SYSTEM"
"Server84","1/4/2020 12:00:00 AM","MSKB7654573","Update","NT AUTHORITY\SYSTEM"
"Server84","1/4/2020 12:00:00 AM","MSKB3869720","Update","NT AUTHORITY\SYSTEM"
"Server84","1/4/2020 12:00:00 AM","MSKB4268165","Update","NT AUTHORITY\SYSTEM"
"Server84","1/4/2020 12:00:00 AM","MSKB9586450","Security Update","NT AUTHORITY\SYSTEM"
"Server87","1/4/2020 12:00:00 AM","MSKB6105823","Update","NT AUTHORITY\SYSTEM"
"Server87","1/4/2020 12:00:00 AM","MSKB1862247","Update","NT AUTHORITY\SYSTEM"
"Server87","1/4/2020 12:00:00 AM","MSKB6481523","Update","NT AUTHORITY\SYSTEM"
"Server88","1/4/2020 12:00:00 AM","MSKB8043897","Update","NT AUTHORITY\SYSTEM"
"Server90","1/4/2020 12:00:00 AM","MSKB4440766","Security Update","NT AUTHORITY\SYSTEM"
"Server90","1/4/2020 12:00:00 AM","MSKB9417395","Update","NT AUTHORITY\SYSTEM"
"Server95","1/4/2020 12:00:00 AM","MSKB8980625","Update","NT AUTHORITY\SYSTEM"
"Server97","1/4/2020 12:00:00 AM","MSKB8507164","Security Update","NT AUTHORITY\SYSTEM"
"Server97","1/4/2020 12:00:00 AM","MSKB8280357","Update","NT AUTHORITY\SYSTEM"
"Server98","1/4/2020 12:00:00 AM","MSKB3823977","Security Update","NT AUTHORITY\SYSTEM"
"Server4","1/11/2020 12:00:00 AM","MSKB9233847","Security Update","NT AUTHORITY\SYSTEM"
"Server4","1/11/2020 12:00:00 AM","MSKB7220207","Security Update","NT AUTHORITY\SYSTEM"
"Server4","1/11/2020 12:00:00 AM","MSKB8047324","Update","NT AUTHORITY\SYSTEM"
"Server5","1/11/2020 12:00:00 AM","MSKB7649099","Update","NT AUTHORITY\SYSTEM"
"Server5","1/11/2020 12:00:00 AM","MSKB4985487","Update","NT AUTHORITY\SYSTEM"
"Server5","1/11/2020 12:00:00 AM","MSKB2639244","Security Update","NT AUTHORITY\SYSTEM"
"Server7","1/11/2020 12:00:00 AM","MSKB8331270","Update","NT AUTHORITY\SYSTEM"
"Server7","1/11/2020 12:00:00 AM","MSKB4887644","Security Update","NT AUTHORITY\SYSTEM"
"Server7","1/11/2020 12:00:00 AM","MSKB9153719","Update","NT AUTHORITY\SYSTEM"
"Server7","1/11/2020 12:00:00 AM","MSKB4682899","Security Update","NT AUTHORITY\SYSTEM"
"Server8","1/11/2020 12:00:00 AM","MSKB2034194","Security Update","NT AUTHORITY\SYSTEM"
"Server8","1/11/2020 12:00:00 AM","MSKB4064741","Update","NT AUTHORITY\SYSTEM"
"Server9","1/11/2020 12:00:00 AM","MSKB4194633","Security Update","NT AUTHORITY\SYSTEM"
"Server9","1/11/2020 12:00:00 AM","MSKB6736508","Security Update","NT AUTHORITY\SYSTEM"
"Server9","1/11/2020 12:00:00 AM","MSKB7591864","Update","NT AUTHORITY\SYSTEM"
"Server9","1/11/2020 12:00:00 AM","MSKB1969605","Update","NT AUTHORITY\SYSTEM"
"Server10","1/11/2020 12:00:00 AM","MSKB7362094","Update","NT AUTHORITY\SYSTEM"
"Server11","1/11/2020 12:00:00 AM","MSKB3057818","Security Update","NT AUTHORITY\SYSTEM"
"Server11","1/11/2020 12:00:00 AM","MSKB1074579","Update","NT AUTHORITY\SYSTEM"
"Server12","1/11/2020 12:00:00 AM","MSKB5025737","Update","NT AUTHORITY\SYSTEM"
"Server12","1/11/2020 12:00:00 AM","MSKB2101600","Update","NT AUTHORITY\SYSTEM"
"Server12","1/11/2020 12:00:00 AM","MSKB5096182","Security Update","NT AUTHORITY\SYSTEM"
"Server12","1/11/2020 12:00:00 AM","MSKB5855027","Update","NT AUTHORITY\SYSTEM"
"Server14","1/11/2020 12:00:00 AM","MSKB3249816","Update","NT AUTHORITY\SYSTEM"
"Server14","1/11/2020 12:00:00 AM","MSKB2099568","Update","NT AUTHORITY\SYSTEM"
"Server14","1/11/2020 12:00:00 AM","MSKB2530326","Security Update","NT AUTHORITY\SYSTEM"
"Server15","1/11/2020 12:00:00 AM","MSKB6489064","Security Update","NT AUTHORITY\SYSTEM"
"Server15","1/11/2020 12:00:00 AM","MSKB2727617","Security Update","NT AUTHORITY\SYSTEM"
"Server15","1/11/2020 12:00:00 AM","MSKB7636694","Update","NT AUTHORITY\SYSTEM"
"Server16","1/11/2020 12:00:00 AM","MSKB6641748","Update","NT AUTHORITY\SYSTEM"
"Server16","1/11/2020 12:00:00 AM","MSKB3108180","Update","NT AUTHORITY\SYSTEM"
"Server16","1/11/2020 12:00:00 AM","MSKB2430986","Update","NT AUTHORITY\SYSTEM"
"Server16","1/11/2020 12:00:00 AM","MSKB1646674","Update","NT AUTHORITY\SYSTEM"
"Server17","1/11/2020 12:00:00 AM","MSKB7880340","Update","NT AUTHORITY\SYSTEM"
"Server17","1/11/2020 12:00:00 AM","MSKB3248545","Security Update","NT AUTHORITY\SYSTEM"
"Server18","1/11/2020 12:00:00 AM","MSKB8608073","Update","NT AUTHORITY\SYSTEM"
"Server18","1/11/2020 12:00:00 AM","MSKB3515753","Security Update","NT AUTHORITY\SYSTEM"
"Server19","1/11/2020 12:00:00 AM","MSKB4818187","Update","NT AUTHORITY\SYSTEM"
"Server19","1/11/2020 12:00:00 AM","MSKB2332364","Security Update","NT AUTHORITY\SYSTEM"
"Server19","1/11/2020 12:00:00 AM","MSKB7874065","Security Update","NT AUTHORITY\SYSTEM"
"Server21","1/11/2020 12:00:00 AM","MSKB2005793","Security Update","NT AUTHORITY\SYSTEM"
"Server21","1/11/2020 12:00:00 AM","MSKB6398394","Security Update","NT AUTHORITY\SYSTEM"
"Server21","1/11/2020 12:00:00 AM","MSKB8138696","Update","NT AUTHORITY\SYSTEM"
"Server21","1/11/2020 12:00:00 AM","MSKB6274449","Update","NT AUTHORITY\SYSTEM"
"Server22","1/11/2020 12:00:00 AM","MSKB3255644","Update","NT AUTHORITY\SYSTEM"
"Server23","1/11/2020 12:00:00 AM","MSKB8133375","Security Update","NT AUTHORITY\SYSTEM"
"Server23","1/11/2020 12:00:00 AM","MSKB2962737","Update","NT AUTHORITY\SYSTEM"
"Server24","1/11/2020 12:00:00 AM","MSKB1101108","Update","NT AUTHORITY\SYSTEM"
"Server24","1/11/2020 12:00:00 AM","MSKB4204500","Update","NT AUTHORITY\SYSTEM"
"Server24","1/11/2020 12:00:00 AM","MSKB7992581","Update","NT AUTHORITY\SYSTEM"
"Server24","1/11/2020 12:00:00 AM","MSKB7843792","Security Update","NT AUTHORITY\SYSTEM"
"Server25","1/11/2020 12:00:00 AM","MSKB6641653","Security Update","NT AUTHORITY\SYSTEM"
"Server28","1/11/2020 12:00:00 AM","MSKB5984304","Update","NT AUTHORITY\SYSTEM"
"Server29","1/11/2020 12:00:00 AM","MSKB1043918","Security Update","NT AUTHORITY\SYSTEM"
"Server29","1/11/2020 12:00:00 AM","MSKB5368900","Security Update","NT AUTHORITY\SYSTEM"
"Server30","1/11/2020 12:00:00 AM","MSKB3583076","Security Update","NT AUTHORITY\SYSTEM"
"Server30","1/11/2020 12:00:00 AM","MSKB3574541","Update","NT AUTHORITY\SYSTEM"
"Server30","1/11/2020 12:00:00 AM","MSKB2728115","Security Update","NT AUTHORITY\SYSTEM"
"Server31","1/11/2020 12:00:00 AM","MSKB4570539","Update","NT AUTHORITY\SYSTEM"
"Server31","1/11/2020 12:00:00 AM","MSKB4913104","Update","NT AUTHORITY\SYSTEM"
"Server31","1/11/2020 12:00:00 AM","MSKB8161781","Security Update","NT AUTHORITY\SYSTEM"
"Server32","1/11/2020 12:00:00 AM","MSKB4980985","Update","NT AUTHORITY\SYSTEM"
"Server33","1/11/2020 12:00:00 AM","MSKB4950846","Update","NT AUTHORITY\SYSTEM"
"Server33","1/11/2020 12:00:00 AM","MSKB1290923","Security Update","NT AUTHORITY\SYSTEM"
"Server34","1/11/2020 12:00:00 AM","MSKB4287228","Security Update","NT AUTHORITY\SYSTEM"
"Server34","1/11/2020 12:00:00 AM","MSKB1307142","Update","NT AUTHORITY\SYSTEM"
"Server35","1/11/2020 12:00:00 AM","MSKB8833409","Update","NT AUTHORITY\SYSTEM"
"Server35","1/11/2020 12:00:00 AM","MSKB3733616","Security Update","NT AUTHORITY\SYSTEM"
"Server36","1/11/2020 12:00:00 AM","MSKB7803430","Security Update","NT AUTHORITY\SYSTEM"
"Server36","1/11/2020 12:00:00 AM","MSKB8928728","Security Update","NT AUTHORITY\SYSTEM"
"Server36","1/11/2020 12:00:00 AM","MSKB5774240","Update","NT AUTHORITY\SYSTEM"
"Server40","1/11/2020 12:00:00 AM","MSKB8574177","Update","NT AUTHORITY\SYSTEM"
"Server40","1/11/2020 12:00:00 AM","MSKB6731125","Update","NT AUTHORITY\SYSTEM"
"Server41","1/11/2020 12:00:00 AM","MSKB6615660","Update","NT AUTHORITY\SYSTEM"
"Server41","1/11/2020 12:00:00 AM","MSKB8186684","Update","NT AUTHORITY\SYSTEM"
"Server41","1/11/2020 12:00:00 AM","MSKB4428236","Update","NT AUTHORITY\SYSTEM"
"Server41","1/11/2020 12:00:00 AM","MSKB7626332","Update","NT AUTHORITY\SYSTEM"
"Server43","1/11/2020 12:00:00 AM","MSKB7063797","Update","NT AUTHORITY\SYSTEM"
"Server43","1/11/2020 12:00:00 AM","MSKB5380046","Security Update","NT AUTHORITY\SYSTEM"
"Server44","1/11/2020 12:00:00 AM","MSKB7619568","Security Update","NT AUTHORITY\SYSTEM"
"Server44","1/11/2020 12:00:00 AM","MSKB4071767","Update","NT AUTHORITY\SYSTEM"
"Server44","1/11/2020 12:00:00 AM","MSKB2667450","Security Update","NT AUTHORITY\SYSTEM"
"Server45","1/11/2020 12:00:00 AM","MSKB5855514","Security Update","NT AUTHORITY\SYSTEM"
"Server46","1/11/2020 12:00:00 AM","MSKB3905400","Update","NT AUTHORITY\SYSTEM"
"Server46","1/11/2020 12:00:00 AM","MSKB9151498","Update","NT AUTHORITY\SYSTEM"
"Server46","1/11/2020 12:00:00 AM","MSKB8327366","Security Update","NT AUTHORITY\SYSTEM"
"Server48","1/11/2020 12:00:00 AM","MSKB7413072","Security Update","NT AUTHORITY\SYSTEM"
"Server48","1/11/2020 12:00:00 AM","MSKB8319633","Security Update","NT AUTHORITY\SYSTEM"
"Server48","1/11/2020 12:00:00 AM","MSKB2105393","Security Update","NT AUTHORITY\SYSTEM"
"Server50","1/11/2020 12:00:00 AM","MSKB3006057","Security Update","NT AUTHORITY\SYSTEM"
"Server53","1/11/2020 12:00:00 AM","MSKB1877034","Security Update","NT AUTHORITY\SYSTEM"
"Server53","1/11/2020 12:00:00 AM","MSKB6130207","Security Update","NT AUTHORITY\SYSTEM"
"Server53","1/11/2020 12:00:00 AM","MSKB1616165","Security Update","NT AUTHORITY\SYSTEM"
"Server53","1/11/2020 12:00:00 AM","MSKB6436813","Update","NT AUTHORITY\SYSTEM"
"Server54","1/11/2020 12:00:00 AM","MSKB7770421","Security Update","NT AUTHORITY\SYSTEM"
"Server54","1/11/2020 12:00:00 AM","MSKB9884886","Update","NT AUTHORITY\SYSTEM"
"Server54","1/11/2020 12:00:00 AM","MSKB7177436","Update","NT AUTHORITY\SYSTEM"
"Server55","1/11/2020 12:00:00 AM","MSKB1317706","Update","NT AUTHORITY\SYSTEM"
"Server55","1/11/2020 12:00:00 AM","MSKB3071422","Update","NT AUTHORITY\SYSTEM"
"Server56","1/11/2020 12:00:00 AM","MSKB5033095","Security Update","NT AUTHORITY\SYSTEM"
"Server57","1/11/2020 12:00:00 AM","MSKB1747482","Security Update","NT AUTHORITY\SYSTEM"
"Server57","1/11/2020 12:00:00 AM","MSKB1887430","Update","NT AUTHORITY\SYSTEM"
"Server58","1/11/2020 12:00:00 AM","MSKB8724857","Security Update","NT AUTHORITY\SYSTEM"
"Server58","1/11/2020 12:00:00 AM","MSKB3973969","Security Update","NT AUTHORITY\SYSTEM"
"Server58","1/11/2020 12:00:00 AM","MSKB7179375","Security Update","NT AUTHORITY\SYSTEM"
"Server60","1/11/2020 12:00:00 AM","MSKB8519016","Update","NT AUTHORITY\SYSTEM"
"Server60","1/11/2020 12:00:00 AM","MSKB5177066","Update","NT AUTHORITY\SYSTEM"
"Server62","1/11/2020 12:00:00 AM","MSKB4880484","Security Update","NT AUTHORITY\SYSTEM"
"Server63","1/11/2020 12:00:00 AM","MSKB7045483","Security Update","NT AUTHORITY\SYSTEM"
"Server63","1/11/2020 12:00:00 AM","MSKB6398488","Security Update","NT AUTHORITY\SYSTEM"
"Server64","1/11/2020 12:00:00 AM","MSKB4135284","Security Update","NT AUTHORITY\SYSTEM"
"Server64","1/11/2020 12:00:00 AM","MSKB8901530","Security Update","NT AUTHORITY\SYSTEM"
"Server66","1/11/2020 12:00:00 AM","MSKB7391966","Update","NT AUTHORITY\SYSTEM"
"Server66","1/11/2020 12:00:00 AM","MSKB3018849","Security Update","NT AUTHORITY\SYSTEM"
"Server66","1/11/2020 12:00:00 AM","MSKB9728808","Security Update","NT AUTHORITY\SYSTEM"
"Server68","1/11/2020 12:00:00 AM","MSKB1023589","Security Update","NT AUTHORITY\SYSTEM"
"Server68","1/11/2020 12:00:00 AM","MSKB8009814","Security Update","NT AUTHORITY\SYSTEM"
"Server68","1/11/2020 12:00:00 AM","MSKB3266251","Update","NT AUTHORITY\SYSTEM"
"Server69","1/11/2020 12:00:00 AM","MSKB2532628","Security Update","NT AUTHORITY\SYSTEM"
"Server70","1/11/2020 12:00:00 AM","MSKB7979495","Security Update","NT AUTHORITY\SYSTEM"
"Server70","1/11/2020 12:00:00 AM","MSKB6551658","Security Update","NT AUTHORITY\SYSTEM"
"Server71","1/11/2020 12:00:00 AM","MSKB3447240","Security Update","NT AUTHORITY\SYSTEM"
"Server71","1/11/2020 12:00:00 AM","MSKB7025381","Security Update","NT AUTHORITY\SYSTEM"
"Server71","1/11/2020 12:00:00 AM","MSKB1708744","Update","NT AUTHORITY\SYSTEM"
"Server71","1/11/2020 12:00:00 AM","MSKB9975117","Update","NT AUTHORITY\SYSTEM"
"Server72","1/11/2020 12:00:00 AM","MSKB6568076","Update","NT AUTHORITY\SYSTEM"
"Server72","1/11/2020 12:00:00 AM","MSKB3977892","Update","NT AUTHORITY\SYSTEM"
"Server73","1/11/2020 12:00:00 AM","MSKB4440076","Security Update","NT AUTHORITY\SYSTEM"
"Server73","1/11/2020 12:00:00 AM","MSKB1702940","Update","NT AUTHORITY\SYSTEM"
"Server75","1/11/2020 12:00:00 AM","MSKB6503917","Security Update","NT AUTHORITY\SYSTEM"
"Server75","1/11/2020 12:00:00 AM","MSKB9652109","Security Update","NT AUTHORITY\SYSTEM"
"Server75","1/11/2020 12:00:00 AM","MSKB1625658","Security Update","NT AUTHORITY\SYSTEM"
"Server75","1/11/2020 12:00:00 AM","MSKB1301973","Security Update","NT AUTHORITY\SYSTEM"
"Server76","1/11/2020 12:00:00 AM","MSKB7074685","Update","NT AUTHORITY\SYSTEM"
"Server76","1/11/2020 12:00:00 AM","MSKB4868780","Security Update","NT AUTHORITY\SYSTEM"
"Server76","1/11/2020 12:00:00 AM","MSKB6483621","Update","NT AUTHORITY\SYSTEM"
"Server80","1/11/2020 12:00:00 AM","MSKB4716228","Security Update","NT AUTHORITY\SYSTEM"
"Server80","1/11/2020 12:00:00 AM","MSKB8565444","Security Update","NT AUTHORITY\SYSTEM"
"Server80","1/11/2020 12:00:00 AM","MSKB5754837","Update","NT AUTHORITY\SYSTEM"
"Server81","1/11/2020 12:00:00 AM","MSKB3775982","Security Update","NT AUTHORITY\SYSTEM"
"Server81","1/11/2020 12:00:00 AM","MSKB4266533","Update","NT AUTHORITY\SYSTEM"
"Server82","1/11/2020 12:00:00 AM","MSKB1370194","Update","NT AUTHORITY\SYSTEM"
"Server82","1/11/2020 12:00:00 AM","MSKB2989850","Update","NT AUTHORITY\SYSTEM"
"Server82","1/11/2020 12:00:00 AM","MSKB8001762","Update","NT AUTHORITY\SYSTEM"
"Server82","1/11/2020 12:00:00 AM","MSKB4411433","Security Update","NT AUTHORITY\SYSTEM"
"Server83","1/11/2020 12:00:00 AM","MSKB2607241","Update","NT AUTHORITY\SYSTEM"
"Server84","1/11/2020 12:00:00 AM","MSKB3417356","Security Update","NT AUTHORITY\SYSTEM"
"Server84","1/11/2020 12:00:00 AM","MSKB8027081","Update","NT AUTHORITY\SYSTEM"
"Server85","1/11/2020 12:00:00 AM","MSKB2761310","Security Update","NT AUTHORITY\SYSTEM"
"Server86","1/11/2020 12:00:00 AM","MSKB5601196","Update","NT AUTHORITY\SYSTEM"
"Server86","1/11/2020 12:00:00 AM","MSKB4536349","Update","NT AUTHORITY\SYSTEM"
"Server86","1/11/2020 12:00:00 AM","MSKB2260873","Update","NT AUTHORITY\SYSTEM"
"Server86","1/11/2020 12:00:00 AM","MSKB9962085","Update","NT AUTHORITY\SYSTEM"
"Server87","1/11/2020 12:00:00 AM","MSKB2965317","Update","NT AUTHORITY\SYSTEM"
"Server87","1/11/2020 12:00:00 AM","MSKB9799810","Update","NT AUTHORITY\SYSTEM"
"Server87","1/11/2020 12:00:00 AM","MSKB9618023","Security Update","NT AUTHORITY\SYSTEM"
"Server88","1/11/2020 12:00:00 AM","MSKB1555464","Security Update","NT AUTHORITY\SYSTEM"
"Server88","1/11/2020 12:00:00 AM","MSKB6315134","Security Update","NT AUTHORITY\SYSTEM"
"Server92","1/11/2020 12:00:00 AM","MSKB7127528","Update","NT AUTHORITY\SYSTEM"
"Server92","1/11/2020 12:00:00 AM","MSKB6162123","Security Update","NT AUTHORITY\SYSTEM"
"Server92","1/11/2020 12:00:00 AM","MSKB9242819","Security Update","NT AUTHORITY\SYSTEM"
